,Unnamed: 0,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
3124,3124,14435.67365,60880,119,25.0,89,0.0,2,109.906628,1
3125,3125,15771.39342,21921,206,14.0,44,0.0,3,1254.137899,2
3133,3133,12515.18061,0,63,35.0,15,0.0,2,577.57549,1
3138,3138,12807.09083,0,69,32.0,21,0.0,2,450.760925,1
3139,3139,39400.1854,0,181,22.0,96,0.0,2,868.8,1
3141,3141,2242.574431,0,63,31.0,99,1.0,1,453.6,2
3142,3142,8110.704417,76879,101,20.0,44,0.0,5,487.102627,2
3143,3143,6656.709233,0,69,23.0,32,1.0,2,496.8,1
3153,3153,2453.408288,83772,62,13.0,76,0.0,1,42.248087,1
3155,3155,20239.38353,36116,171,27.0,33,2.0,2,158.126982,1
3157,3157,36057.53702,90330,137,0.0,86,3.0,2,192.085299,2
3158,3158,10714.21449,55994,92,19.0,75,2.0,2,441.6,2
3159,3159,8002.308333,0,107,3.0,65,0.0,3,513.6,1
3161,3161,2411.256575,54483,61,6.0,57,0.0,1,292.8,2
3165,3165,6243.141785,57734,78,2.0,64,0.0,3,374.4,1
3166,3166,4524.642758,0,65,30.0,59,2.0,3,490.113784,1
3167,3167,8281.740124,19189,108,21.0,9,0.0,3,518.4,1
3169,3169,4253.283113,0,62,13.0,8,0.0,5,446.4,1
3172,3172,4458.113369,17622,65,1.0,36,1.0,3,312.0,1
3173,3173,5705.899103,0,74,2.0,34,0.0,9,432.4081,1
3175,3175,8966.309774,41829,76,11.0,41,0.0,2,416.365369,1
3183,3183,25640.24004,24695,168,5.0,83,0.0,2,806.4,1
3186,3186,2617.182661,98338,65,13.0,33,0.0,1,35.597288,2
3189,3189,3964.151263,23474,102,5.0,21,0.0,1,489.6,2
3190,3190,4921.752296,0,70,28.0,29,0.0,8,336.0,2
3191,3191,4916.405552,0,67,17.0,21,0.0,4,321.6,2
3194,3194,5070.227097,0,69,8.0,24,0.0,6,331.2,2
3196,3196,5626.572446,59782,70,29.0,51,0.0,9,336.0,1
3204,3204,8247.952072,49009,105,17.0,28,0.0,7,504.0,1
3205,3205,4443.736209,46384,113,33.0,93,0.0,1,251.774574,1
3206,3206,9029.940704,0,138,23.0,93,0.0,3,1376.958592,2
3207,3207,2516.103555,88435,62,16.0,61,0.0,1,136.263492,2
3208,3208,3086.873854,19464,84,10.0,94,1.0,1,871.505797,2
3216,3216,9015.819465,0,62,26.0,34,0.0,2,42.642554,2
3218,3218,2449.580048,0,69,20.0,44,0.0,1,496.8,1
3219,3219,4542.405346,29875,119,9.0,36,1.0,1,571.2,1
3220,3220,5047.483378,81741,64,10.0,94,0.0,8,186.448395,1
3221,3221,6575.451884,84146,82,0.0,79,0.0,7,464.714188,2
3223,3223,6743.119265,0,199,6.0,37,0.0,1,955.2,1
3225,3225,5046.892442,29957,65,19.0,72,0.0,7,312.0,1
3227,3227,2227.072755,27972,61,7.0,38,0.0,1,292.8,1
3228,3228,9075.768214,37722,116,8.0,23,0.0,8,158.077504,1
3229,3229,5907.151868,0,81,8.0,47,0.0,8,390.161912,2
3230,3230,9028.307862,76514,112,19.0,0,0.0,3,573.941286,1
3232,3232,4268.618821,43209,110,12.0,16,0.0,1,528.0,2
3234,3234,7582.113842,64801,64,23.0,19,0.0,2,268.471802,2
3236,3236,8441.667084,50801,72,25.0,21,3.0,2,43.419028,2
3237,3237,5744.229745,68987,71,11.0,40,0.0,6,204.475147,1
3242,3242,10232.85415,22821,131,26.0,99,0.0,3,740.05751,2
3244,3244,7492.162376,31723,62,23.0,53,0.0,2,242.628654,1
3245,3245,9206.598256,24589,82,33.0,39,0.0,2,511.497882,1
3246,3246,4429.193391,20868,112,14.0,11,0.0,1,537.6,2
3247,3247,5610.96434,77493,70,2.0,35,0.0,3,307.963291,2
3249,3249,2361.883909,18064,63,10.0,45,2.0,1,182.964184,2
3251,3251,24127.50402,14072,71,13.0,3,0.0,2,511.2,1
3255,3255,12298.6863,17101,113,1.0,88,0.0,2,542.4,2
3257,3257,8886.610685,87094,113,20.0,17,1.0,5,64.894362,1
3258,3258,7752.933281,41275,96,29.0,16,0.0,3,41.122303,2
3260,3260,4770.550911,12964,65,2.0,37,0.0,4,362.774545,2
3263,3263,10972.06778,24164,137,2.0,40,0.0,5,657.6,1
3267,3267,5049.689638,61080,66,7.0,41,2.0,9,294.284951,1
3269,3269,2514.59196,43860,65,15.0,58,0.0,1,156.124914,2
3270,3270,11606.84868,45893,97,3.0,75,0.0,2,465.6,2
3271,3271,4768.955924,51144,61,28.0,32,1.0,9,223.305224,1
3273,3273,9463.113263,69654,118,10.0,50,0.0,7,629.532731,2
3274,3274,15251.57924,63287,127,5.0,84,0.0,2,617.202619,1
3275,3275,7780.489322,87128,97,26.0,45,0.0,3,495.612777,1
3277,3277,11638.89947,25370,102,10.0,77,0.0,2,489.6,1
3284,3284,7326.544855,62338,92,9.0,61,0.0,4,4.216231,2
3287,3287,16301.9676,19614,85,21.0,32,0.0,2,574.024018,2
3289,3289,2516.213745,48829,64,23.0,70,1.0,1,300.312635,2
3290,3290,5605.380417,21171,72,2.0,40,0.0,3,345.6,1
3291,3291,3690.698916,59016,92,3.0,65,0.0,1,441.6,1
3292,3292,2787.501453,62506,69,3.0,90,0.0,1,331.2,1
3293,3293,4920.77107,0,143,13.0,28,0.0,1,1029.6,2
3296,3296,3722.368016,0,109,25.0,61,2.0,1,523.2,1
3297,3297,8591.604933,38984,73,27.0,38,0.0,2,350.4,2
3301,3301,16681.32634,55907,104,23.0,64,0.0,2,499.2,1
3302,3302,7842.377593,51001,99,13.0,49,1.0,3,291.890464,2
3306,3306,8257.666512,23815,73,4.0,47,0.0,2,424.330166,1
3309,3309,2760.954751,34717,70,7.0,33,2.0,1,336.0,1
3313,3313,3963.394851,88701,99,7.0,4,0.0,1,171.830049,2
3315,3315,2554.551152,0,70,19.0,27,0.0,1,336.0,2
3316,3316,7792.067056,36776,65,21.0,21,0.0,2,240.186527,1
3317,3317,2349.957291,0,70,21.0,5,0.0,1,716.67276,2
3318,3318,4070.045873,37435,105,3.0,22,0.0,1,314.441585,1
3319,3319,4770.550911,12964,65,2.0,37,0.0,4,362.774545,2
3320,3320,5408.892351,20472,139,34.0,61,0.0,1,667.2,2
3322,3322,5070.352408,23840,64,32.0,66,0.0,7,307.2,2
3323,3323,2467.97792,0,67,0.0,14,0.0,1,222.903462,2
3324,3324,8295.837442,85478,103,29.0,15,0.0,6,224.159416,2
3325,3325,3136.082008,0,89,15.0,83,0.0,1,640.8,1
3327,3327,2555.535685,18241,65,17.0,44,0.0,1,151.991098,1
3328,3328,4038.864803,0,110,17.0,59,0.0,1,528.0,2
3329,3329,4834.710493,38713,66,31.0,69,4.0,6,316.8,1
3330,3330,2612.756658,19003,71,29.0,21,0.0,1,34.651305,2
3334,3334,3382.223536,0,91,13.0,77,0.0,1,436.8,2
3335,3335,2789.74739,15514,74,20.0,24,0.0,1,355.2,1
3336,3336,5017.851448,79814,62,18.0,50,0.0,3,31.553152,2
3338,3338,3123.080994,0,101,1.0,83,4.0,1,960.115399,2
3342,3342,12300.005,74586,103,14.0,19,0.0,2,494.4,2
3345,3345,3142.87734,0,86,17.0,35,0.0,1,412.8,2
3348,3348,2665.222511,14315,71,33.0,16,0.0,1,511.2,1
3349,3349,9061.951591,42743,117,5.0,86,1.0,6,101.288057,2
3350,3350,4571.509384,91485,114,2.0,16,0.0,1,392.925712,1
3354,3354,5824.224192,73976,73,27.0,84,0.0,3,338.529369,2
3355,3355,2506.197852,92056,62,21.0,1,0.0,1,89.398794,1
3356,3356,13178.43163,80237,108,4.0,71,0.0,2,776.601764,1
3358,3358,4747.734642,42165,123,22.0,66,0.0,1,799.673766,1
3362,3362,15956.51879,61148,132,28.0,25,0.0,2,98.206649,2
3363,3363,4179.488639,60010,103,4.0,86,0.0,1,494.4,1
3364,3364,6102.953572,0,84,0.0,76,0.0,4,856.347474,2
3365,3365,7305.936433,83221,91,21.0,63,0.0,3,14.386157,1
3366,3366,5357.192698,0,73,14.0,74,0.0,8,350.853987,1
3367,3367,18453.57629,72215,66,22.0,23,0.0,2,247.911872,1
3370,3370,4425.905071,80892,110,15.0,76,0.0,1,528.0,2
3373,3373,5192.355227,23059,66,22.0,55,0.0,3,372.430947,1
3374,3374,2615.13922,57023,67,11.0,59,0.0,1,250.652309,1
3375,3375,5706.955563,83073,71,15.0,46,0.0,3,10.42277,1
3377,3377,2347.591802,0,69,14.0,10,1.0,1,757.89114,2
3378,3378,10722.0645,54311,90,20.0,41,0.0,2,385.572011,2
3379,3379,2734.328157,30916,70,6.0,50,0.0,1,21.143072,1
3381,3381,9983.128441,0,93,19.0,79,0.0,2,669.6,1
3382,3382,16350.13061,0,165,12.0,82,1.0,2,1452.213743,1
3383,3383,15550.19077,17449,71,16.0,55,0.0,2,268.676912,1
3384,3384,3691.765242,37202,93,30.0,86,0.0,1,322.528829,1
3387,3387,2871.145075,94178,72,26.0,25,1.0,1,226.10336,1
3388,3388,5815.049178,0,80,17.0,96,0.0,5,384.0,2
3390,3390,6273.911874,18577,86,21.0,76,0.0,6,412.8,2
3393,3393,2734.439188,54010,69,5.0,89,0.0,1,331.2,1
3395,3395,4053.373793,44661,101,2.0,1,0.0,1,436.836944,1
3403,3403,5316.644499,45856,67,15.0,57,0.0,3,91.735354,1
3407,3407,5015.009472,48567,130,12.0,15,0.0,1,624.0,2
3408,3408,14024.35839,81872,115,10.0,55,0.0,2,256.43803,2
3411,3411,8113.962284,41701,68,16.0,74,0.0,2,64.646458,1
3412,3412,45708.65342,31264,198,9.0,54,1.0,2,825.657746,1
3414,3414,7034.345804,23158,63,31.0,46,3.0,2,302.4,2
3423,3423,4960.965384,18174,66,8.0,16,0.0,9,395.934815,2
3425,3425,41787.90343,46587,119,34.0,74,2.0,2,571.2,1
3429,3429,25464.82059,13663,97,1.0,66,0.0,2,465.6,2
3430,3430,2759.978287,92296,69,4.0,65,0.0,1,331.2,1
3431,3431,41787.90343,46587,119,34.0,74,2.0,2,571.2,1
3446,3446,2894.327413,52674,73,8.0,49,0.0,1,166.5492,2
3448,3448,3016.444225,25630,86,8.0,63,0.0,1,412.8,1
3451,3451,5039.869278,35984,128,7.0,68,3.0,1,275.577631,2
3454,3454,2627.76229,20943,69,0.0,86,0.0,1,240.00056,2
3455,3455,4505.398267,81079,111,11.0,5,0.0,1,134.222332,2
3457,3457,6291.589959,0,94,2.0,61,0.0,6,676.8,1
3460,3460,2746.921502,62302,70,7.0,7,0.0,1,504.0,1
3464,3464,2510.633216,0,64,24.0,1,0.0,1,437.184112,1
3465,3465,4997.780688,54827,64,17.0,88,0.0,3,132.947215,2
3469,3469,6177.109254,61040,79,12.0,24,1.0,4,20.382876,1
3471,3471,9904.977027,0,66,1.0,73,0.0,2,475.2,1
3473,3473,5303.759534,0,76,18.0,63,0.0,3,395.34111,1
3475,3475,2611.965869,53904,67,1.0,17,2.0,1,321.6,2
3476,3476,2536.885365,34653,64,18.0,72,0.0,1,307.2,2
3477,3477,10546.65545,43922,88,26.0,88,0.0,2,108.701381,1
3478,3478,8272.485353,91245,69,16.0,50,0.0,2,19.251693,1
3479,3479,2543.003943,26691,65,7.0,51,0.0,1,312.0,2
3482,3482,4654.841089,0,67,33.0,19,0.0,4,577.385463,1
3487,3487,7907.133288,24666,101,32.0,51,0.0,3,151.835574,2
3488,3488,5597.12496,37995,139,16.0,50,0.0,1,667.2,1
3489,3489,5233.986808,63259,65,25.0,14,0.0,7,316.795337,2
3494,3494,2674.730716,56342,69,12.0,89,0.0,1,331.2,2
3496,3496,13151.83203,68562,108,29.0,52,0.0,2,228.498823,1
3498,3498,8903.966435,15142,116,7.0,5,0.0,3,792.609747,1
3503,3503,9048.983447,0,119,9.0,8,0.0,3,571.2,1
3506,3506,2853.370449,65099,73,8.0,19,2.0,1,350.4,1
3507,3507,5821.684337,77563,143,35.0,58,0.0,1,545.999699,2
3509,3509,5150.416511,65629,64,21.0,28,0.0,3,89.411365,1
3510,3510,2430.506586,83140,61,25.0,70,0.0,1,179.161843,1
3511,3511,3417.204953,42526,86,12.0,71,0.0,1,287.5426,2
3512,3512,7996.604028,43657,66,21.0,74,0.0,2,316.8,1
3513,3513,7610.203455,38086,96,17.0,10,0.0,7,243.237741,1
3518,3518,13115.40751,20705,171,8.0,12,1.0,3,237.264543,2
3522,3522,3207.468733,24695,82,0.0,88,0.0,1,393.6,2
3523,3523,6965.423975,25411,86,8.0,73,0.0,8,242.807725,1
3527,3527,3742.579083,0,110,35.0,78,1.0,1,1272.546918,1
3530,3530,24723.18311,44685,69,1.0,41,0.0,2,331.2,1
3532,3532,2491.257604,25965,65,23.0,27,0.0,1,329.206567,2
3535,3535,9165.721087,53792,115,1.0,8,1.0,8,552.0,1
3542,3542,3307.99904,79797,84,27.0,46,0.0,1,31.755601,2
3543,3543,28685.82785,48412,104,15.0,23,0.0,2,707.430832,2
3546,3546,15862.17507,0,66,14.0,16,0.0,2,475.2,1
3548,3548,5095.439821,0,137,19.0,30,0.0,1,452.295175,2
3550,3550,8267.119555,36881,104,5.0,25,0.0,3,499.2,1
3553,3553,5768.830622,92509,71,16.0,43,0.0,8,109.296118,2
3556,3556,10548.53703,27458,131,18.0,62,1.0,3,730.373515,1
3557,3557,2147.656911,0,62,32.0,45,0.0,1,297.6,2
3558,3558,3123.080994,0,101,1.0,83,4.0,1,960.115399,2
3563,3563,5169.49937,12430,73,22.0,13,0.0,4,350.4,2
3566,3566,7425.845305,84302,62,19.0,63,0.0,2,76.609295,1
3570,3570,10529.01236,12688,140,5.0,96,0.0,3,672.0,2
3574,3574,7409.083969,61160,96,2.0,71,0.0,3,354.530239,1
3577,3577,5601.138061,42360,71,29.0,62,0.0,8,99.509191,1
3582,3582,2582.408525,76731,64,2.0,68,0.0,1,201.455005,2
3584,3584,38887.9034,44299,107,0.0,73,0.0,2,180.085807,2
3593,3593,2686.535218,26713,71,22.0,69,0.0,1,142.695319,2
3594,3594,2871.437451,23803,72,11.0,90,0.0,1,410.548521,1
3595,3595,2695.352444,0,73,23.0,59,0.0,1,780.57363,2
3596,3596,2592.437797,72421,65,8.0,23,0.0,1,312.0,1
3602,3602,10221.80504,0,134,23.0,16,0.0,4,643.2,1
3603,3603,5815.261714,76675,72,5.0,38,0.0,9,141.718568,1
3605,3605,2554.032052,0,72,32.0,14,0.0,1,405.804184,2
3608,3608,7772.473464,58345,98,1.0,6,0.0,6,346.971517,2
3612,3612,8392.618913,0,111,6.0,51,0.0,4,617.396701,2
3613,3613,12036.62051,44428,104,17.0,61,0.0,2,499.2,2
3616,3616,16236.47626,0,74,24.0,54,2.0,2,680.753091,1
3617,3617,3352.87052,95438,83,25.0,76,0.0,1,99.223092,2
3624,3624,5255.576016,44536,137,12.0,22,1.0,1,46.949646,1
3626,3626,6938.874476,53133,91,11.0,6,0.0,9,652.386798,1
3627,3627,2695.455483,0,76,33.0,84,0.0,1,547.2,1
3628,3628,4825.500869,0,63,8.0,27,0.0,9,272.843439,2
3631,3631,5802.83547,0,78,27.0,10,0.0,8,644.755653,2
3632,3632,6968.3419,0,69,33.0,61,1.0,2,496.8,1
3633,3633,2557.585549,72202,63,12.0,13,0.0,1,453.6,2
3635,3635,8819.018934,99845,110,23.0,25,1.0,8,528.0,1
3638,3638,3265.156348,25820,82,10.0,69,0.0,1,393.6,1
3642,3642,7517.083811,0,102,19.0,13,0.0,3,1178.995926,2
3644,3644,12948.39854,30763,111,28.0,19,0.0,2,1072.532443,1
3645,3645,16705.10312,74900,208,31.0,63,0.0,6,998.4,1
3646,3646,6005.847375,13528,86,21.0,35,0.0,3,412.8,2
3648,3648,10103.64886,72334,129,26.0,66,3.0,6,412.829624,1
3650,3650,2885.328202,62579,72,33.0,53,0.0,1,326.242099,1
3653,3653,8110.536059,36554,70,6.0,62,1.0,2,433.38842,2
3654,3654,5064.127663,78735,63,32.0,53,1.0,6,225.558918,2
3660,3660,22658.53652,23665,67,19.0,50,0.0,2,404.817249,1
3663,3663,5004.135361,86834,64,2.0,93,0.0,8,0.099007,2
3664,3664,5414.320958,0,74,17.0,51,0.0,4,78.581528,1
3665,3665,5708.024308,70279,71,17.0,25,0.0,7,331.231484,2
3666,3666,4574.524094,99316,114,26.0,53,0.0,1,754.358929,1
3669,3669,18635.90451,11656,70,19.0,8,0.0,2,336.0,2
3676,3676,7130.294828,12062,63,3.0,42,0.0,2,302.4,1
3677,3677,2480.487171,50516,62,34.0,95,0.0,1,179.633818,2
3684,3684,2784.911238,20814,72,16.0,57,0.0,1,288.594641,2
3686,3686,4520.339327,0,61,7.0,1,0.0,4,304.156333,1
3690,3690,8478.824155,0,77,25.0,48,0.0,2,12.603783,1
3692,3692,10014.05568,0,98,19.0,17,1.0,2,705.6,2
3694,3694,5666.69628,48156,143,9.0,20,0.0,1,686.4,2
3695,3695,5416.413581,53249,67,32.0,10,0.0,3,343.340361,2
3696,3696,2159.251473,0,61,9.0,39,0.0,1,292.8,2
3697,3697,7855.324623,37229,67,9.0,36,0.0,2,321.6,1
3698,3698,11718.41696,73903,73,30.0,39,0.0,2,439.361029,2
3699,3699,5580.818466,57883,69,4.0,0,0.0,9,431.847824,2
3701,3701,5480.701059,46946,70,10.0,37,0.0,9,336.0,1
3702,3702,9215.541928,71888,115,14.0,33,0.0,4,552.0,2
3706,3706,5146.80976,22594,67,22.0,41,0.0,3,321.6,1
3707,3707,4422.409799,0,62,10.0,97,0.0,3,722.432062,2
3708,3708,6802.06713,47451,87,0.0,31,1.0,6,417.6,1
3710,3710,5791.012841,33799,74,8.0,47,1.0,3,355.2,1
3711,3711,5107.071054,70174,64,18.0,80,0.0,7,128.90032,2
3717,3717,7751.927614,67787,194,9.0,73,0.0,1,469.257835,1
3718,3718,3614.078436,0,103,35.0,76,0.0,1,741.6,2
3719,3719,10515.96779,21499,135,34.0,28,1.0,3,648.0,1
3721,3721,2659.70565,0,87,4.0,4,3.0,1,420.041981,2
3722,3722,5647.145809,54834,72,23.0,13,0.0,8,186.191931,1
3723,3723,7850.128057,67186,66,22.0,20,0.0,2,184.936711,1
3724,3724,4974.801539,75644,65,5.0,68,3.0,9,467.803638,1
3725,3725,9426.384787,38910,78,3.0,78,0.0,2,20.209679,2
3728,3728,7477.176362,48552,94,5.0,54,0.0,9,262.746281,1
3733,3733,2858.287371,81893,73,20.0,70,3.0,1,151.381353,2
3735,3735,3106.48254,22076,85,30.0,53,0.0,1,422.765363,1
3738,3738,3551.792574,11607,96,19.0,38,0.0,1,313.351134,1
3739,3739,14166.20344,67588,118,0.0,58,0.0,2,566.4,2
3740,3740,3145.456489,52082,79,2.0,47,0.0,1,379.2,2
3742,3742,5380.898636,55350,67,0.0,13,0.0,9,321.6,2
3745,3745,8382.630118,19683,117,17.0,41,1.0,9,561.6,2
3746,3746,5801.828142,0,83,17.0,28,0.0,4,597.6,1
3748,3748,5170.811494,0,71,5.0,20,0.0,5,859.599411,2
3749,3749,3450.073829,68082,88,24.0,53,0.0,1,39.579516,2
3751,3751,12234.36232,0,117,15.0,68,0.0,2,930.594707,2
3753,3753,13009.18057,0,61,2.0,81,0.0,2,380.069056,2
3760,3760,20067.40315,85165,101,8.0,81,0.0,2,384.31404,2
3763,3763,10426.08551,52342,66,28.0,28,3.0,2,316.8,2
3766,3766,2975.256549,36548,76,10.0,95,0.0,1,547.2,1
3767,3767,5112.570311,56587,65,4.0,88,1.0,6,312.0,1
3768,3768,5193.770572,24948,65,3.0,51,0.0,4,280.352767,1
3770,3770,4921.325084,43640,64,10.0,99,2.0,3,1.208908,2
3774,3774,4603.975141,66161,118,19.0,86,0.0,1,457.593764,1
3775,3775,18399.82784,0,73,33.0,8,0.0,2,525.6,2
3777,3777,7143.035873,59789,90,9.0,81,0.0,3,527.539078,2
3778,3778,5227.230377,11896,69,29.0,57,0.0,5,476.254583,1
3780,3780,5121.563312,0,72,2.0,22,0.0,5,518.4,2
3781,3781,4792.509792,20181,66,8.0,66,2.0,3,316.8,2
3784,3784,7080.131872,28139,97,31.0,65,2.0,3,465.6,2
3785,3785,8166.878898,0,111,2.0,29,0.0,3,799.2,1
3786,3786,3605.974564,13199,93,23.0,22,0.0,1,582.462008,1
3791,3791,15839.08876,44930,132,19.0,42,0.0,2,111.049063,2
3792,3792,41075.42879,21988,209,12.0,62,0.0,2,1003.2,2
3793,3793,6745.886896,53058,91,16.0,44,4.0,3,209.465295,2
3795,3795,8274.145703,69011,70,3.0,52,0.0,2,336.0,1
3796,3796,5279.124682,22280,68,10.0,48,0.0,3,169.414572,2
3800,3800,5935.815989,63833,73,17.0,69,0.0,3,199.460544,2
3801,3801,5160.251878,87050,129,1.0,75,0.0,1,619.2,1
3804,3804,4704.176131,0,68,10.0,48,1.0,3,326.4,2
3806,3806,5574.959174,54684,71,28.0,49,2.0,3,487.070965,2
3807,3807,6158.601171,0,89,13.0,45,0.0,5,342.481173,1
3809,3809,24672.65531,0,76,8.0,77,0.0,2,364.8,1
3810,3810,3852.425156,0,111,33.0,76,0.0,1,937.824847,1
3811,3811,5246.278375,28909,66,15.0,66,0.0,8,456.702735,1
3812,3812,8852.688689,67969,74,11.0,14,0.0,2,197.776009,2
3823,3823,6217.258012,0,86,15.0,94,0.0,9,39.730199,1
3826,3826,4282.947971,40864,109,16.0,70,1.0,1,166.937747,2
3827,3827,27287.50099,0,116,12.0,76,1.0,2,835.2,2
3829,3829,3650.576237,88842,90,32.0,42,0.0,1,350.75997,2
3830,3830,12624.96121,12439,115,22.0,78,0.0,2,552.0,1
3831,3831,2952.360309,52198,74,2.0,62,0.0,1,355.2,2
3837,3837,6265.343299,0,84,18.0,25,1.0,4,481.025786,1
3839,3839,5097.526248,21665,136,0.0,25,0.0,1,765.709629,1
3840,3840,16060.06949,0,87,1.0,70,0.0,2,417.6,2
3841,3841,12476.64759,0,121,7.0,34,0.0,2,871.2,1
3843,3843,3861.486269,93272,95,3.0,54,0.0,1,281.110788,1
3844,3844,15673.13621,43267,78,8.0,10,0.0,2,453.073096,1
3847,3847,5800.188903,0,78,32.0,37,0.0,5,374.4,2
3848,3848,5522.769962,46971,69,26.0,21,0.0,3,120.109061,2
3851,3851,20018.20459,65900,62,17.0,41,0.0,2,297.6,1
3852,3852,14140.55885,58988,118,3.0,76,0.0,2,566.4,1
3853,3853,3467.323976,0,96,2.0,53,0.0,1,799.251165,1
3854,3854,3427.154407,58840,86,25.0,44,0.0,1,73.27252,2
3855,3855,12265.60041,35693,103,8.0,63,0.0,2,494.4,1
3856,3856,9431.376818,77365,79,4.0,35,0.0,2,2.823303,2
3858,3858,8447.801005,0,114,2.0,45,0.0,7,547.2,1
3860,3860,8620.997439,44988,108,30.0,57,0.0,3,518.4,2
3863,3863,4648.539191,0,121,11.0,10,0.0,1,1080.559002,1
3864,3864,27430.14468,49331,138,3.0,58,0.0,2,386.258495,1
3867,3867,12390.47778,14382,66,8.0,48,0.0,2,316.8,1
3868,3868,17085.41462,20053,62,2.0,24,1.0,2,9.832575,1
3869,3869,7754.666388,0,117,2.0,36,0.0,3,918.655051,2
3870,3870,3444.967503,0,91,28.0,59,0.0,1,596.050118,2
3872,3872,5733.213979,79955,71,10.0,5,0.0,6,142.932303,2
3873,3873,12269.41862,60774,154,13.0,7,0.0,5,739.2,2
3875,3875,5143.647642,58443,65,24.0,71,0.0,6,312.0,1
3879,3879,2734.149158,34865,69,15.0,16,0.0,1,255.946801,2
3881,3881,9320.090224,40269,81,0.0,71,2.0,2,329.980754,1
3882,3882,26864.20332,81713,74,0.0,41,0.0,2,332.224293,2
3883,3883,16388.09542,0,68,5.0,4,1.0,2,483.578159,1
3886,3886,5334.784887,74606,68,2.0,34,0.0,5,109.112713,2
3887,3887,5738.277584,88055,71,11.0,37,0.0,6,337.727542,1
3889,3889,7562.824036,0,73,23.0,91,0.0,2,350.4,1
3890,3890,9090.269181,45310,229,28.0,70,0.0,1,1550.375183,1
3893,3893,4681.52815,14606,72,2.0,94,5.0,4,439.772868,1
3895,3895,33473.34946,33190,106,18.0,95,0.0,2,508.8,1
3896,3896,3398.007367,0,92,7.0,75,0.0,1,611.844584,2
3897,3897,4595.457544,76357,117,18.0,96,1.0,1,4.074222,2
3898,3898,7334.517166,83926,181,31.0,88,0.0,1,124.447153,1
3901,3901,11373.98852,87810,94,15.0,26,3.0,2,225.641724,1
3902,3902,44856.11397,61675,123,35.0,54,0.0,2,482.550044,2
3903,3903,14203.6226,90456,71,26.0,40,0.0,2,165.057816,1
3908,3908,5979.724161,57693,76,16.0,56,0.0,3,547.2,2
3910,3910,2796.870102,54655,70,34.0,9,1.0,1,186.608147,1
3912,3912,21766.83059,0,290,11.0,18,0.0,5,1550.596808,1
3913,3913,6409.627461,0,99,14.0,48,2.0,9,712.8,1
3915,3915,7637.111954,0,71,1.0,29,0.0,2,340.8,1
3916,3916,5445.81699,21006,139,14.0,9,1.0,1,667.2,1
3917,3917,5015.643575,73809,125,5.0,57,0.0,1,537.315879,2
3918,3918,5639.941974,73168,70,21.0,50,0.0,3,425.800112,1
3919,3919,8861.482361,58480,113,6.0,35,1.0,5,542.4,1
3920,3920,10745.97948,39135,91,8.0,56,0.0,2,436.8,1
3922,3922,2912.235077,0,88,29.0,81,0.0,1,633.6,1
3926,3926,7694.064293,32303,65,13.0,34,0.0,2,45.152521,1
3927,3927,7942.174213,41832,66,19.0,15,0.0,2,402.749918,1
3938,3938,3548.397966,0,103,17.0,18,0.0,1,741.6,2
3939,3939,5096.673223,22886,65,9.0,81,0.0,3,312.0,1
3945,3945,13452.1928,32356,117,11.0,35,2.0,2,428.490681,1
3946,3946,2548.509175,43731,64,35.0,12,2.0,1,162.461078,2
3947,3947,2722.210707,17576,71,29.0,70,0.0,1,398.502948,2
3948,3948,8022.686194,53231,101,23.0,26,0.0,3,484.8,2
3952,3952,5234.331741,66957,131,31.0,4,1.0,1,628.8,1
3953,3953,2114.738469,0,72,30.0,69,5.0,1,518.4,2
3954,3954,2628.171324,0,89,12.0,73,4.0,1,640.8,2
3955,3955,4766.940473,29177,64,5.0,20,2.0,5,307.2,2
3956,3956,24337.38181,0,85,5.0,15,1.0,2,612.0,1
3958,3958,8427.172486,46503,215,4.0,21,1.0,1,1032.0,2
3959,3959,15284.33065,48885,190,31.0,90,0.0,9,1090.122048,2
3961,3961,7013.436657,92107,88,7.0,38,0.0,5,16.37296,1
3962,3962,4965.491316,0,73,4.0,71,1.0,8,525.6,1
3963,3963,3041.791561,13789,79,8.0,49,0.0,1,379.2,1
3965,3965,2722.986709,20867,71,0.0,79,0.0,1,340.8,2
3969,3969,10169.36981,0,135,32.0,61,0.0,8,648.0,1
3970,3970,3544.541005,40658,90,25.0,20,0.0,1,502.873215,2
3974,3974,23875.47675,0,108,8.0,55,0.0,2,612.102262,2
3976,3976,5171.272924,0,69,13.0,90,0.0,3,344.469652,1
3977,3977,8722.895091,25680,73,10.0,93,0.0,2,332.40907,1
3981,3981,2638.140052,79699,65,24.0,12,0.0,1,348.82656,2
3983,3983,8257.666512,23815,73,4.0,47,0.0,2,424.330166,1
3985,3985,14727.50526,97785,73,35.0,36,0.0,2,236.614219,2
3986,3986,2373.795076,0,65,32.0,88,0.0,1,312.0,1
3990,3990,7540.911474,61726,96,33.0,30,2.0,4,689.507724,2
3992,3992,10016.28847,62900,62,3.0,12,0.0,2,83.897335,1
3993,3993,12564.06775,0,68,15.0,52,0.0,2,326.4,1
3994,3994,5963.174005,87020,74,6.0,84,0.0,8,331.116399,1
3998,3998,4468.2209,0,65,16.0,61,0.0,9,468.0,1
3999,3999,17822.56375,42696,228,17.0,50,0.0,9,1273.741085,2
4000,4000,8086.011196,70811,100,14.0,8,0.0,7,141.654965,2
