,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
1616,LP45550,Oregon,15363.84716,No,Premium,Doctor,2011-01-15,Disabled,F,15897,Urban,Divorced,101,30.0,99,0.0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize,1
1617,VZ61940,Nevada,2668.731444,No,Basic,Doctor,2011-02-07,Employed,F,52344,Urban,Married,66,4.0,7,0.0,1,Personal Auto,Personal L3,Offer3,Agent,182.607687,Four-Door Car,Small,2
1618,OZ58610,Arizona,7575.647415,No,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Single,109,30.0,87,0.0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,2
1619,GT18396,Arizona,21151.2328,No,Extended,College,2011-02-05,Employed,M,48642,Rural,Married,77,23.0,69,0.0,2,Personal Auto,Personal L2,Offer2,Branch,92.307736,Four-Door Car,Medsize,2
1620,BU70181,Arizona,5757.442258,Yes,Basic,Master,2011-01-31,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,1
1621,MN94234,California,3107.568648,No,Extended,High School or Below,2011-01-19,Unemployed,M,0,Suburban,Married,94,34.0,59,4.0,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Medsize,1
1622,BN89470,California,4561.27302,No,Premium,College,2011-01-25,Medical Leave,M,29327,Suburban,Married,118,26.0,21,0.0,1,Special Auto,Special L2,Offer1,Agent,627.898468,Four-Door Car,Small,1
1623,WY53775,Arizona,8382.630118,Yes,Basic,High School or Below,2011-02-04,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L1,Offer1,Web,561.6,Sports Car,Medsize,2
1624,LW59140,Arizona,9277.472901,No,Premium,Bachelor,2011-01-04,Employed,M,97729,Rural,Married,115,4.0,48,1.0,7,Personal Auto,Personal L1,Offer3,Branch,221.047584,Four-Door Car,Large,1
1625,GM48223,Oregon,5461.967787,No,Basic,Bachelor,2011-02-06,Employed,F,42650,Rural,Married,69,10.0,92,0.0,5,Personal Auto,Personal L1,Offer3,Agent,35.565605,Four-Door Car,Medsize,2
1626,MV81355,California,8819.018934,Yes,Basic,High School or Below,2011-01-10,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,1
1627,MX69639,California,10442.43404,No,Extended,High School or Below,2011-02-11,Employed,F,30786,Rural,Single,90,3.0,5,0.0,2,Personal Auto,Personal L3,Offer2,Branch,28.649762,Four-Door Car,Large,2
1628,GK13851,Oregon,9227.567263,No,Extended,College,2011-01-24,Unemployed,M,0,Suburban,Single,129,15.0,42,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,619.2,SUV,Medsize,1
1629,ZL82075,Nevada,5479.555081,Yes,Basic,Master,2011-01-13,Employed,M,56005,Suburban,Married,68,31.0,30,1.0,3,Corporate Auto,Corporate L1,Offer1,Branch,326.4,Four-Door Car,Small,1
1630,BX51438,Arizona,2781.446975,No,Basic,Bachelor,2011-02-23,Employed,M,56218,Urban,Married,72,17.0,74,2.0,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize,2
1631,OH15771,California,3974.13815,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Single,117,9.0,78,0.0,1,Personal Auto,Personal L3,Offer2,Agent,561.6,SUV,Medsize,1
1632,RP19541,Arizona,7582.113842,Yes,Basic,College,2011-02-03,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Personal Auto,Personal L3,Offer2,Web,268.471802,Four-Door Car,Medsize,2
1633,MB63131,Oregon,4652.886703,No,Basic,Bachelor,2011-02-28,Unemployed,F,0,Suburban,Married,64,5.0,18,1.0,6,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,Medsize,2
1634,XE59612,Nevada,7185.673718,No,Extended,High School or Below,2011-01-17,Employed,M,63741,Rural,Single,91,25.0,15,0.0,6,Corporate Auto,Corporate L1,Offer3,Call Center,36.980596,Four-Door Car,Medsize,1
1635,ZC24631,Oregon,13917.37715,No,Extended,College,2011-01-13,Employed,M,67267,Rural,Single,89,31.0,10,0.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,94.814032,Four-Door Car,Medsize,1
1636,MZ81826,Arizona,9035.671134,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Personal Auto,Personal L1,Offer2,Web,542.4,Four-Door Car,Large,1
1637,NS51605,Oregon,8509.850887,Yes,Basic,Master,2011-01-31,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,Small,1
1638,GK73582,California,2978.84601,No,Extended,Bachelor,2011-01-13,Employed,F,64586,Urban,Single,76,3.0,17,0.0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,1
1639,ZO29478,Washington,26197.41498,Yes,Basic,High School or Below,2011-01-15,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Personal Auto,Personal L2,Offer1,Branch,542.4,SUV,Large,1
1640,MS78828,Nevada,5126.54272,No,Extended,College,2011-01-04,Employed,F,33169,Suburban,Married,128,33.0,14,0.0,1,Personal Auto,Personal L3,Offer4,Branch,614.4,SUV,Medsize,1
1641,WN67367,California,3210.417377,No,Extended,Bachelor,2011-01-18,Unemployed,F,0,Urban,Divorced,88,3.0,8,0.0,1,Personal Auto,Personal L3,Offer1,Web,325.917598,Four-Door Car,Large,1
1642,JX26859,California,3528.044252,Yes,Extended,Doctor,2011-02-01,Employed,M,31278,Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,2
1643,KW33804,Nevada,8090.884414,No,Basic,High School or Below,2011-01-03,Employed,M,86180,Rural,Divorced,69,11.0,43,4.0,2,Personal Auto,Personal L1,Offer4,Branch,48.051339,Four-Door Car,Large,1
1644,TH84309,California,9372.843639,No,Extended,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Married,126,19.0,17,0.0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,Medsize,2
1645,WX92260,Washington,2004.350666,Yes,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,2
1646,CC30924,Oregon,6262.663307,No,Premium,College,2011-02-26,Employed,M,30110,Urban,Married,159,20.0,71,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small,2
1647,BI81476,Oregon,10346.11154,No,Extended,High School or Below,2011-02-09,Employed,F,55906,Rural,Married,86,26.0,3,0.0,2,Personal Auto,Personal L2,Offer3,Agent,58.469264,Four-Door Car,Medsize,2
1648,MD45928,Arizona,13770.97618,Yes,Premium,High School or Below,2011-02-01,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,2
1649,DG51590,Arizona,25401.51859,No,Extended,Bachelor,2011-02-10,Employed,F,36800,Urban,Single,91,20.0,18,0.0,2,Personal Auto,Personal L1,Offer2,Agent,236.63519,Two-Door Car,Medsize,2
1650,YL83902,Washington,3274.194616,No,Extended,Bachelor,2011-01-11,Employed,F,31686,Suburban,Married,81,11.0,33,0.0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,1
1651,OK96130,California,5319.311913,No,Extended,High School or Below,2011-02-12,Employed,M,37331,Suburban,Married,134,26.0,7,0.0,1,Personal Auto,Personal L2,Offer2,Agent,898.914194,SUV,Medsize,2
1652,CJ46674,Oregon,2533.796807,No,Basic,High School or Below,2011-01-28,Unemployed,M,0,Suburban,Single,71,11.0,77,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,517.056582,Four-Door Car,Medsize,1
1653,BV63942,Washington,9002.409572,No,Premium,High School or Below,2011-02-07,Employed,M,76184,Suburban,Married,111,23.0,19,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,Small,2
1654,NY93341,Arizona,9118.928908,No,Basic,High School or Below,2011-02-16,Employed,F,33882,Rural,Married,114,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,272.835064,SUV,Medsize,2
1655,VI42566,Oregon,6010.502178,No,Basic,Master,2011-01-11,Employed,M,49311,Suburban,Married,74,25.0,85,0.0,3,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Large,1
1656,EF52334,Washington,3261.01744,No,Extended,Bachelor,2011-02-07,Unemployed,M,0,Suburban,Divorced,93,29.0,63,0.0,1,Personal Auto,Personal L1,Offer3,Agent,669.6,Four-Door Car,Medsize,2
1657,XY28151,Oregon,2317.282049,No,Basic,Bachelor,2011-01-16,Unemployed,F,0,Suburban,Single,68,10.0,81,0.0,1,Corporate Auto,Corporate L2,Offer1,Call Center,489.6,Two-Door Car,Medsize,1
1658,SQ19467,Oregon,6554.216396,No,Extended,College,2011-01-27,Disabled,F,25222,Suburban,Single,90,28.0,69,0.0,3,Personal Auto,Personal L3,Offer2,Agent,475.623251,Four-Door Car,Small,1
1659,VQ76590,Arizona,16473.16905,Yes,Basic,Bachelor,2011-02-24,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Personal Auto,Personal L1,Offer1,Agent,508.8,SUV,Medsize,2
1660,QC34927,California,3317.904817,No,Extended,High School or Below,2011-01-13,Employed,M,74142,Suburban,Married,83,24.0,60,0.0,1,Personal Auto,Personal L3,Offer4,Branch,398.4,Two-Door Car,Medsize,1
1661,GS92994,Washington,15435.68882,No,Extended,College,2011-02-25,Employed,F,84581,Rural,Married,96,25.0,50,0.0,2,Personal Auto,Personal L3,Offer4,Web,4.334425,Four-Door Car,Large,2
1662,JM96431,Oregon,3115.704933,No,Extended,College,2011-01-05,Employed,M,54420,Suburban,Single,80,27.0,0,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,576.0,Four-Door Car,Medsize,1
1663,GZ90429,California,5846.114411,No,Premium,High School or Below,2011-01-17,Employed,M,85956,Urban,Married,145,0.0,85,0.0,1,Corporate Auto,Corporate L2,Offer1,Call Center,510.381882,SUV,Small,1
1664,XB89264,Nevada,5260.921627,No,Basic,High School or Below,2011-02-20,Employed,F,60101,Rural,Married,66,34.0,74,0.0,3,Corporate Auto,Corporate L2,Offer2,Agent,1.332349,Two-Door Car,Medsize,2
1665,YR10848,California,4118.588554,Yes,Premium,Bachelor,2011-01-28,Employed,F,69379,Suburban,Single,103,14.0,79,0.0,1,Personal Auto,Personal L3,Offer1,Branch,494.4,Two-Door Car,Medsize,1
1666,IK77998,Washington,2588.435037,No,Basic,High School or Below,2011-01-20,Unemployed,M,0,Suburban,Single,74,7.0,63,0.0,1,Personal Auto,Personal L2,Offer1,Agent,851.022089,Four-Door Car,Medsize,1
1667,TO34442,Washington,5532.863336,No,Basic,College,2011-02-23,Employed,M,59768,Suburban,Married,71,6.0,93,1.0,3,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small,2
1668,GC15104,Nevada,7985.14214,No,Basic,Bachelor,2011-02-21,Employed,F,52339,Suburban,Divorced,70,7.0,55,3.0,2,Corporate Auto,Corporate L3,Offer3,Web,336.0,Four-Door Car,Medsize,2
1669,OA57352,Arizona,6273.911874,Yes,Extended,College,2011-02-16,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,Medsize,2
1670,PX70175,Arizona,7996.00748,No,Extended,College,2011-01-19,Employed,M,93459,Suburban,Married,99,9.0,85,0.0,5,Personal Auto,Personal L3,Offer2,Web,655.41333,Four-Door Car,Medsize,1
1671,TA66375,Oregon,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,1358.4,Luxury Car,Medsize,1
1672,NJ28041,Oregon,13055.57087,No,Premium,High School or Below,2011-01-26,Employed,M,58684,Suburban,Married,162,4.0,77,0.0,9,Personal Auto,Personal L2,Offer1,Web,1166.4,SUV,Medsize,1
1673,AF48816,Arizona,5792.666316,No,Basic,Bachelor,2011-01-27,Employed,F,87382,Suburban,Married,72,26.0,65,0.0,5,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Large,1
1674,JO35068,Nevada,2538.62632,Yes,Basic,Bachelor,2011-02-17,Retired,M,18608,Suburban,Divorced,71,13.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Web,340.8,Four-Door Car,Medsize,2
1675,RU58277,California,15485.80378,No,Basic,Master,2011-01-22,Employed,F,72026,Urban,Married,191,22.0,72,0.0,6,Corporate Auto,Corporate L2,Offer4,Web,554.926724,Luxury SUV,Small,1
1676,AR75105,California,7805.31287,Yes,Basic,College,2011-01-27,Retired,F,21073,Suburban,Divorced,106,25.0,54,1.0,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,1
1677,WY23230,Oregon,6086.431746,No,Extended,College,2011-02-24,Retired,F,13688,Suburban,Divorced,84,25.0,2,0.0,8,Personal Auto,Personal L2,Offer1,Agent,403.2,Two-Door Car,Medsize,2
1678,DC46965,Nevada,5507.242176,No,Basic,Master,2011-02-17,Medical Leave,M,11343,Rural,Married,72,14.0,78,0.0,8,Personal Auto,Personal L3,Offer1,Agent,154.750098,Four-Door Car,Medsize,2
1679,ER63193,California,7715.103608,No,Extended,High School or Below,2011-01-25,Employed,F,48784,Urban,Married,96,28.0,86,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,252.076899,Four-Door Car,Medsize,1
1680,EO87464,Oregon,7915.980712,No,Extended,High School or Below,2011-02-05,Employed,M,31383,Suburban,Married,99,24.0,72,0.0,6,Corporate Auto,Corporate L2,Offer2,Agent,475.2,Four-Door Car,Medsize,2
1681,LI77073,Oregon,7100.3251,No,Premium,College,2011-02-06,Employed,M,31670,Suburban,Married,179,33.0,3,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,1288.8,Sports Car,Large,2
1682,DX91931,Washington,10242.4096,No,Premium,College,2011-02-12,Unemployed,M,0,Suburban,Single,150,32.0,20,0.0,8,Personal Auto,Personal L1,Offer1,Branch,1080.0,SUV,Small,2
1683,LT79371,Arizona,2382.672856,No,Basic,Bachelor,2011-01-29,Unemployed,F,0,Rural,Married,65,24.0,47,0.0,1,Personal Auto,Personal L1,Offer1,Agent,27.031485,Four-Door Car,Medsize,1
1684,LM76366,Nevada,2999.338779,No,Extended,High School or Below,2011-01-04,Employed,M,28564,Suburban,Married,76,17.0,44,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,364.8,Two-Door Car,Small,1
1685,NA27429,Nevada,3644.833554,Yes,Extended,High School or Below,2011-01-15,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,1
1686,PC23709,California,5714.562292,No,Basic,Bachelor,2011-02-25,Employed,F,74905,Rural,Single,72,16.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,167.028453,Four-Door Car,Medsize,2
1687,IH78357,Oregon,5761.317533,No,Basic,College,2011-01-17,Employed,F,83392,Rural,Married,71,30.0,80,0.0,3,Personal Auto,Personal L3,Offer2,Web,125.961938,Four-Door Car,Medsize,1
1688,JZ61422,Nevada,5272.191556,No,Basic,College,2011-02-07,Employed,F,96668,Suburban,Single,66,2.0,95,0.0,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize,2
1689,DX28320,California,5111.357987,No,Basic,High School or Below,2011-01-29,Unemployed,F,0,Suburban,Single,72,6.0,13,2.0,7,Personal Auto,Personal L3,Offer1,Branch,594.683752,Four-Door Car,Medsize,1
1690,DM34321,California,3420.661111,No,Extended,Master,2011-02-08,Retired,F,11652,Suburban,Married,89,23.0,13,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,526.476537,Two-Door Car,Small,2
1691,YK43172,Arizona,3319.620511,No,Extended,Bachelor,2011-01-12,Employed,M,69152,Rural,Single,89,8.0,83,4.0,1,Personal Auto,Personal L3,Offer3,Web,221.359492,Four-Door Car,Large,1
1692,ZN36983,California,9006.598402,No,Extended,College,2011-01-17,Unemployed,M,0,Suburban,Married,86,19.0,99,1.0,2,Personal Auto,Personal L3,Offer1,Web,412.8,Four-Door Car,Medsize,1
1693,UM28580,Oregon,4428.031583,Yes,Basic,High School or Below,2011-01-29,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,1
1694,EE76374,Nevada,20842.5963,No,Basic,High School or Below,2011-01-29,Unemployed,F,0,Suburban,Single,72,14.0,29,0.0,2,Personal Auto,Personal L3,Offer1,Web,709.082334,Four-Door Car,Medsize,1
1695,FB95495,California,5677.642084,No,Basic,College,2011-01-12,Employed,M,53078,Suburban,Single,73,1.0,10,0.0,5,Personal Auto,Personal L3,Offer1,Branch,764.221884,Four-Door Car,Medsize,1
1696,PE54870,Oregon,4050.506193,No,Basic,College,2011-02-26,Employed,M,88454,Urban,Divorced,101,8.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Web,308.749796,SUV,Medsize,2
1697,DV27428,Oregon,13776.74135,No,Basic,High School or Below,2011-01-09,Employed,M,62634,Rural,Single,116,10.0,89,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,122.017931,SUV,Medsize,1
1698,MF49636,Arizona,5390.27165,No,Basic,High School or Below,2011-02-23,Employed,M,70705,Urban,Married,69,31.0,61,2.0,6,Personal Auto,Personal L1,Offer1,Agent,272.024652,Two-Door Car,Medsize,2
1699,DA40009,Washington,2750.540853,No,Basic,Bachelor,2011-02-08,Employed,F,34200,Rural,Divorced,70,27.0,15,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,167.295936,Four-Door Car,Medsize,2
1700,HV62406,Oregon,2482.411991,No,Basic,High School or Below,2011-01-13,Disabled,F,26100,Suburban,Single,67,6.0,29,0.0,1,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,Medsize,1
1701,JU64043,Oregon,4999.34581,No,Basic,Master,2011-01-07,Employed,M,49414,Rural,Single,68,8.0,82,5.0,6,Personal Auto,Personal L3,Offer1,Agent,159.631303,Four-Door Car,Large,1
1702,NR18672,Nevada,2928.115104,No,Basic,High School or Below,2011-01-24,Employed,M,63127,Rural,Married,74,35.0,17,1.0,1,Personal Auto,Personal L1,Offer4,Agent,174.292234,Two-Door Car,Large,1
1703,KB90953,California,40132.01135,No,Extended,Bachelor,2011-02-24,Employed,F,98710,Urban,Married,123,21.0,42,0.0,2,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,Medsize,2
1704,NW19960,Oregon,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,556.8,SUV,Medsize,1
1705,AI49188,Nevada,12887.43165,No,Premium,Bachelor,2011-02-19,Employed,F,48767,Suburban,Married,108,18.0,38,0.0,2,Personal Auto,Personal L3,Offer1,Agent,566.472247,Two-Door Car,Medsize,2
1706,RI97135,Washington,3008.969524,No,Extended,Bachelor,2011-01-07,Unemployed,M,0,Urban,Single,87,2.0,55,0.0,1,Personal Auto,Personal L3,Offer1,Branch,401.484738,Four-Door Car,Medsize,1
1707,OZ47099,Arizona,2676.948677,No,Basic,Master,2011-01-24,Unemployed,M,0,Suburban,Married,71,17.0,6,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,340.8,Four-Door Car,Medsize,1
1708,ET87938,Oregon,4328.864771,No,Basic,College,2011-01-17,Retired,M,24711,Suburban,Divorced,62,15.0,11,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,362.989533,Two-Door Car,Small,1
1709,RO87000,California,2688.878609,No,Basic,High School or Below,2011-02-16,Employed,M,50719,Suburban,Single,68,10.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,394.248334,Four-Door Car,Medsize,2
1710,XW89091,California,9816.528302,Yes,Basic,College,2011-01-28,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,Four-Door Car,Medsize,1
1711,VJ71087,Arizona,3993.882994,No,Basic,Bachelor,2011-01-09,Disabled,M,17672,Suburban,Divorced,110,28.0,16,0.0,1,Personal Auto,Personal L1,Offer3,Branch,792.0,SUV,Medsize,1
1712,KX47545,Oregon,8031.706693,No,Basic,High School or Below,2011-01-22,Employed,M,40082,Suburban,Divorced,69,6.0,18,0.0,2,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small,1
1713,BV53716,Oregon,5266.420543,No,Basic,High School or Below,2011-02-12,Employed,F,93348,Rural,Married,65,23.0,50,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,108.567965,Four-Door Car,Medsize,2
1714,QW31435,Oregon,7191.831645,No,Basic,High School or Below,2011-01-17,Unemployed,M,0,Urban,Married,67,9.0,54,0.0,2,Personal Auto,Personal L3,Offer3,Branch,308.54976,Two-Door Car,Medsize,1
1715,ZV32968,Oregon,7285.030983,Yes,Basic,High School or Below,2011-02-28,Employed,M,44788,Suburban,Married,61,6.0,48,0.0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,Small,2
1716,PN69476,Nevada,2453.336242,No,Basic,Master,2011-01-27,Unemployed,M,0,Suburban,Married,70,5.0,70,2.0,1,Personal Auto,Personal L3,Offer4,Branch,449.601961,Two-Door Car,Medsize,1
1717,GO75708,Arizona,6054.488387,No,Extended,Master,2011-02-06,Disabled,F,17200,Rural,Married,83,5.0,62,4.0,8,Personal Auto,Personal L2,Offer1,Branch,48.780064,Four-Door Car,Medsize,2
1718,NV69875,Oregon,2956.358303,No,Basic,High School or Below,2011-01-22,Employed,M,40901,Rural,Married,74,2.0,36,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,13.628274,Four-Door Car,Medsize,1
1719,KH41809,California,2489.387507,No,Basic,College,2011-01-29,Employed,F,31058,Urban,Married,67,5.0,19,5.0,1,Personal Auto,Personal L1,Offer4,Branch,309.424708,Two-Door Car,Medsize,1
1720,NX32730,California,3000.437822,No,Basic,High School or Below,2011-02-08,Employed,F,77041,Suburban,Married,74,11.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Agent,475.01424,Two-Door Car,Large,2
1721,WI75766,Arizona,10083.48688,Yes,Extended,High School or Below,2011-02-19,Retired,F,11828,Suburban,Divorced,90,18.0,84,0.0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large,2
1722,JV80614,California,2939.330187,No,Basic,College,2011-01-29,Employed,M,53357,Rural,Married,73,4.0,77,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,55.320014,Four-Door Car,Medsize,1
1723,LA34671,Arizona,7628.749434,No,Extended,College,2011-02-13,Unemployed,M,0,Suburban,Single,77,17.0,65,0.0,2,Personal Auto,Personal L3,Offer1,Agent,369.6,Four-Door Car,Small,2
1724,ZN65873,California,3731.504584,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large,2
1725,RN66346,California,14663.19646,No,Basic,Master,2011-01-24,Employed,M,91015,Rural,Divorced,73,31.0,30,1.0,2,Personal Auto,Personal L3,Offer3,Agent,119.062347,Two-Door Car,Medsize,1
1726,LK40273,Oregon,4898.674401,No,Basic,College,2011-02-11,Employed,M,33938,Rural,Single,64,21.0,76,0.0,7,Personal Auto,Personal L2,Offer1,Branch,63.709865,Four-Door Car,Medsize,2
1727,FL50705,California,8162.617053,No,Premium,High School or Below,2011-01-14,Employed,F,66140,Suburban,Married,101,11.0,21,0.0,3,Corporate Auto,Corporate L2,Offer1,Call Center,484.8,Four-Door Car,Small,1
